timestamp,model,task,feature_set,split_seed,n_train,n_val,n_test,val_metric_name,val_metric,test_accuracy,test_macro_f1,test_f1,test_roc_auc,test_pr_auc,extra
2026-04-30T02:34:06Z,q1_tree,q1,flat,42,4624,976,880,macro_f1,0.779499445864285,0.8340909090909091,0.8030065078084494,,,,"{""best_max_depth"": 5, ""sweep"": [{""max_depth"": 3, ""val_macro_f1"": 0.7657905793363137}, {""max_depth"": 5, ""val_macro_f1"": 0.779499445864285}, {""max_depth"": 10, ""val_macro_f1"": 0.7651438239132897}, {""max_depth"": null, ""val_macro_f1"": 0.7591615855559296}]}"
2026-04-30T02:34:09Z,q1_nn,q1,flat_spatial,42,4624,976,880,macro_f1,0.8014881145542431,0.8420454545454545,0.8136679354546521,,,,"{""architecture"": {""dropout"": 0.2, ""hidden"": [64, 32], ""in_dim"": 12, ""out_dim"": 3, ""type"": ""MLP""}, ""best_epoch"": 124, ""n_epochs_run"": 139}"
2026-04-30T02:49:48Z,q2_logreg,q2,flat,42,61394,12830,11855,pr_auc,0.22387090736177875,0.7234078447912273,,0.23441512958206864,0.8069271756809742,0.2994109070389895,"{""C"": 1.0, ""positive_rate_test"": 0.057697174188106284, ""threshold"": 0.5}"
2026-04-30T02:50:05Z,q2_nn,q2,flat_spatial,42,61394,12830,11855,pr_auc,0.2268527833663445,0.7491353859131168,,0.24632539280283833,0.8059755287421849,0.29323055347780924,"{""architecture"": {""dropout"": 0.2, ""hidden"": [64, 32], ""in_dim"": 21, ""out_dim"": 1, ""type"": ""MLP""}, ""best_epoch"": 4, ""n_epochs_run"": 19, ""pos_weight"": 20.309961818812912, ""positive_rate_test"": 0.057697174188106284}"
